merchant_id;latitude;longitude
35424;59.934227;30.328903
35831;64.558665;40.57833
36686;55.758802;37.632278
36878;45.039515;38.974424
37078;55.846133;37.662596
37184;55.85911;37.492455
37256;55.603863;37.292131
37516;55.786738;37.633176
37534;55.765129;37.611527
38104;57.580256;39.841711
38462;56.635753;47.897542
38581;56.138323;40.421879
38811;51.473883;45.904495
38890;59.877588;30.315724
40118;59.940465;30.315203
40287;59.922494;30.363811
40507;59.987623;30.35384
40696;55.742119;37.558957
41338;54.198168;37.581613
41416;56.837751;60.544959
41902;59.95625;30.244389
42519;56.836746;60.582221
42536;55.641193;37.501681
42541;55.663847;37.511311
42622;55.914923;37.812076
42718;59.873704;30.36382
43131;60.051886;30.334427
43612;55.744632;37.566072
44233;55.746279;37.671399
44530;55.742007;37.867169
44652;55.713496;37.72855
44691;59.893186;30.483215
45245;64.57758;40.506177
45418;56.827867;60.597448
45668;59.9229;30.302528
46653;55.726457;37.628604
46865;55.030065;82.895043
46960;53.27537;34.316704
47044;51.531528;46.03582
47104;59.850861;30.2283
47121;55.873016;37.483184
47488;59.837729;30.229297
47989;55.665883;37.627885
48500;55.799229;37.501932
48626;59.932626;30.357253
48895;59.984548;30.226728
49109;59.832543;30.198404
49449;55.672346;37.557906
49625;55.890482;37.539239
49808;55.793414;37.632538
50143;59.899455;30.288452
50423;55.702581;37.466655
51103;60.010983;30.400337
51155;59.858801;30.426496
51168;59.994031;30.146104
51300;59.93841;30.360038
51763;59.940952;30.503284
52041;59.903868;30.321042
52574;55.61119;37.601789
53292;59.873135;30.258547
53541;55.746958;37.868301
53790;55.689897;37.598295
53860;55.769697;37.620761
54066;55.803484;37.618767
54567;60.036843;30.324285
54627;55.909065;37.539248
55353;54.189461;37.611087
55707;55.757354;37.780123
55708;55.77193;37.70841
56479;55.74903;37.538575
56553;59.810785;30.16991
56647;55.892531;37.671579
56931;55.798773;37.730796
57045;56.823651;60.605478
57047;57.741156;40.979832
57097;59.955192;30.295207
57652;50.567188;36.538462
57814;43.448442;39.94173
59281;59.973203;30.416956
59811;59.856361;30.338703
60352;55.814836;37.39046
60863;55.753651;37.71654
61437;55.829567;37.308175
61680;54.721;20.507963
61794;55.611089;37.606802
62027;60.059117;30.334975
62097;55.955221;38.052519
62306;56.317218;43.918679
62353;55.79096;49.13525
62407;57.145739;33.111632
62459;56.048515;92.914834
62742;55.692242;37.52792
62984;59.925989;30.320171
63128;55.744617;37.627319
63358;59.959314;30.326199
63866;59.98557;30.367557
64252;55.759628;37.63314
64390;53.195155;50.10323
64468;59.996695;30.298063
64552;55.67693;37.504798
64883;53.227015;50.17231
66754;55.780233;37.733042
66847;56.034963;93.128624
66900;55.753833;37.662111
67147;55.694109;37.565946
67195;55.68735;37.533742
67212;55.505062;37.589419
67375;55.773975;37.586086
67469;53.549109;49.360179
67631;55.017932;82.939636
67644;55.770476;37.644145
67830;55.792933;37.611581
68326;55.780962;37.689312
68587;55.779439;37.671983
68787;45.062681;41.924536
68851;55.658535;37.55664
68994;56.838681;60.597969
69180;55.666244;37.925964
69301;59.994211;30.147668
70105;43.122913;131.916818
70836;55.758033;37.576016
70951;57.97305;56.156752
71353;55.799892;37.575316
71560;55.74903;37.538575
71603;56.450459;84.970717
71737;55.571968;37.478253
71877;55.751999;37.617734
72314;57.809331;28.367323
72480;55.669016;37.62961
72587;55.763204;37.594701
73047;55.887387;37.402677
73136;60.941185;76.56228
73261;64.5314;40.570434
73420;59.945635;30.342467
73453;56.004484;92.931228
73586;55.846598;37.559371
73725;55.585133;38.205421
73854;55.392822;39.020373
74291;55.729306;37.646408
74331;43.680486;40.207343
74450;59.83357;30.201809
74605;55.943729;37.357968
74750;55.947601;38.06063
75102;59.923351;30.296015
75494;59.932054;30.360469
75503;57.152472;65.567125
75870;61.698567;50.802002
76477;59.92741;30.36064
76807;45.044253;38.978457
77064;56.006311;38.380017
77098;59.912914;30.446878
77933;59.944499;30.322803
77966;55.769099;37.583311
78681;59.902163;30.274923
79384;64.53461;40.54405
79565;55.596025;37.591925
79692;55.809373;37.396488
79946;61.663327;50.834961
79967;55.696088;37.747307
80211;59.846879;30.484967
80234;59.934483;30.497543
80673;55.857321;37.585673
80810;57.926335;33.938872
81040;55.863106;37.602049
81170;47.28315;39.710395
81438;51.649203;39.162908
82101;45.0387;38.912422
82125;59.992299;30.354397
82130;59.912919;30.299887
82176;54.713335;20.507532
82277;59.948658;30.304792
82544;55.851783;37.355489
82997;55.743755;38.001135
83338;59.902217;30.337661
83679;59.977517;30.301288
83738;55.774674;37.545689
83773;60.008428;30.262607
84780;55.658535;37.55664
84959;59.909856;30.449421
84970;59.92741;30.36064
84974;59.883503;30.444183
85743;55.753676;37.619899
85750;55.613143;37.719028
85847;60.008001;30.257415
86012;55.634862;37.439508
86193;55.063313;82.924328
86363;56.840902;60.608515
86466;59.92741;30.36064
86707;59.704415;30.439737
86973;59.998216;30.235074
87099;55.623625;37.716585
87224;46.347869;48.033574
87349;55.801035;37.533382
87405;55.636544;37.620663
87457;55.746937;37.608796
87649;55.774482;37.483005
87754;55.787538;49.105965
88188;57.97305;56.156752
88288;60.01387;30.332199
89169;59.832204;30.347336
89349;56.861412;60.621163
89557;55.774927;37.5986
89566;55.806393;37.466916
89679;56.008349;37.439787
90605;55.763407;37.619234
90858;55.753276;37.795933
90997;59.932464;30.349196
91541;55.748858;37.760153
91653;55.67822;37.664976
91654;55.640411;37.608922
91705;55.849883;37.449462
92206;55.80359;37.82034
92253;55.691679;37.589096
92498;55.819459;37.34823
92659;55.705387;37.893032
92707;59.946175;30.473981
92712;59.998324;30.300965
93177;55.668635;37.518758
93423;56.331154;36.713768
93560;59.954232;30.469866
93719;55.759932;37.648169
93772;56.468374;84.994909
93977;55.748493;37.608526
94410;55.757962;37.611006
94417;55.761517;37.540425
94439;59.984818;30.344084
94958;59.955038;30.361305
95123;53.3788;58.981513
96078;55.73034;37.623609
96155;54.706838;36.084606
96551;56.321526;44.000453
96985;54.970665;82.85505
97202;55.661552;37.554744
97691;55.693921;37.723079
98062;57.926335;33.938872
98118;57.884832;48.490116
98270;60.001109;30.299734
98302;56.472401;84.986339
98454;55.749785;37.414778
98589;55.767134;37.591135
98654;55.766668;37.381585
98924;56.837194;60.553843
99619;59.915585;30.317665
99704;55.756032;37.682098
100077;64.54024;40.535453
100217;59.863807;30.179854
100609;43.11626;131.907404
100899;59.849202;30.144245
101013;60.005437;30.299034
101113;57.97305;56.156752
101138;53.207378;50.197939
101756;59.946788;30.350831
101938;54.713335;20.507532
102161;55.663847;37.511311
102265;55.761138;37.632727
102373;60.011567;30.397759
102433;55.028574;82.936429
102566;55.795282;37.57713
102807;59.983441;30.514899
102907;43.680486;40.207343
103139;59.930291;30.32495
103513;55.643917;37.506999
104079;56.169132;40.395576
104289;55.745929;37.853883
104498;55.035751;73.415975
104543;55.72893;37.619064
104559;54.728831;20.481005
104609;59.877543;29.901781
104724;53.405451;58.986822
105918;59.925308;30.32106
105996;45.03447;39.132608
106645;59.870091;30.379388
106873;55.768355;49.217176
107327;59.925155;30.320171
107634;55.652933;37.62069
107848;55.913969;37.803003
108004;55.799988;37.388753
108316;59.844886;30.354711
108384;59.959251;30.311583
108545;59.92603;30.359778
108872;55.756108;49.201752
108887;55.68942;37.60213
109433;53.35209;83.758764
109664;55.68942;37.60213
109739;55.731054;37.562137
109808;55.794376;37.799364
110000;59.904983;30.317889
110001;55.68942;37.60213
110089;59.856361;30.338703
110157;59.92855;30.34686
110841;45.063451;38.995822
110846;55.762829;52.445102
110949;58.601134;49.64976
111549;55.303109;36.188703
111589;55.680828;37.662821
111863;59.943025;30.370611
112096;59.939208;30.40773
112258;55.022216;82.917393
112685;60.034645;30.317817
112980;55.085559;38.766634
113170;55.757774;37.408993
113373;56.842758;35.949904
114347;55.656336;37.569584
114720;58.592829;49.682306
114951;55.760672;37.705221
115358;59.948658;30.304792
115634;56.830152;60.635707
115641;60.053656;30.334212
115903;68.96479;33.090315
116377;56.842876;60.591896
116475;55.824941;37.614689
116550;55.745387;37.862489
116600;55.639959;37.758204
116887;56.014816;92.813782
116986;43.680486;40.207343
117134;55.672829;37.484667
117181;55.11201;82.940552
117316;55.810648;37.459397
117885;56.794573;60.568468
118180;43.593275;39.723574
118751;59.959314;30.326199
118875;58.597861;49.607306
118914;55.451967;37.763198
119304;59.943453;30.388829
119568;56.023334;92.801988
119762;59.932464;30.349196
119925;59.858688;30.247937
120464;59.947721;30.241173
120924;60.017733;30.309966
121073;55.664827;37.62669
121166;55.690471;37.863702
121168;55.849423;37.438987
121256;59.886081;30.267862
121261;61.25612;73.360738
122001;55.863106;37.602049
123331;55.608933;37.488925
123545;55.605617;37.486463
123599;51.528497;46.025705
123746;61.24515;73.405097
125277;57.97305;56.156752
125284;59.939654;30.288218
125469;55.752997;37.59259
126051;48.740535;44.545389
127344;59.860735;30.178058
127444;55.741156;37.620213
127525;55.708029;37.652813
128201;60.007218;30.356346
128388;60.006597;30.257666
128895;55.76563;37.613575
129160;59.89617;30.275264
129595;54.907983;52.255898
129934;54.716492;20.5003
130181;55.846133;37.662596
130276;59.990764;30.257765
130612;54.534266;44.018311
130618;61.257552;73.456939
130765;59.932788;30.349519
130798;55.630446;37.51529
132160;60.008001;30.257415
132302;54.757275;56.035856
132357;60.003439;30.196868
132386;55.661008;37.880222
132741;60.057698;30.309149
132970;55.759689;37.64719
133172;54.700351;20.514081
133229;55.186397;61.298942
133369;57.97305;56.156752
133381;59.846915;30.212975
133421;55.913969;37.803003
133439;51.647331;39.196748
133757;60.924329;76.594493
133793;55.658535;37.55664
134307;55.816298;37.659524
134434;56.324476;36.698901
136125;60.019176;30.26965
136647;55.657454;37.536993
136851;55.795433;37.617141
136937;55.879662;37.571597
137172;55.855487;37.65222
137239;55.713654;37.607655
137934;45.02826;38.971091
138114;59.832001;30.351989
138125;59.917696;30.45004
138177;55.663847;37.511311
138271;56.829098;60.598984
138734;59.87696;30.35932
139107;55.805553;37.571201
139937;55.757962;37.611006
140164;55.944989;37.301222
140238;55.750393;37.869505
140273;55.757222;37.659075
140970;59.933816;30.322417
141036;59.931634;30.402969
141170;59.849754;30.397974
141294;56.472401;84.986339
141305;46.333746;48.055852
142049;59.961219;30.298558
142149;55.757805;38.0867
142367;56.822587;60.602559
142970;54.63178;39.759129
143399;59.752988;30.562168
143705;55.604875;37.285798
143785;62.033503;129.735987
144001;59.839651;30.356777
144200;55.118977;36.598919
144322;56.848778;60.564407
144679;55.656925;37.496219
145092;57.63518;39.862849
145331;59.889882;30.318734
146068;55.381792;36.757337
146099;54.522933;36.248216
146460;55.854961;37.653361
146493;55.692242;37.52792
146644;59.926909;30.328112
146907;54.718078;20.500255
147038;59.828844;30.316111
147465;54.711229;20.508224
147813;55.805275;37.800874
147863;59.875077;30.351154
147966;59.838326;30.348702
147987;55.872647;37.638503
148191;55.766324;37.640426
148500;59.884772;30.438964
149573;55.846113;37.358211
149579;55.761831;37.683221
150332;56.828921;60.616384
150599;55.728976;37.618632
150639;55.802406;38.981988
150740;59.885426;30.320036
150981;55.683701;37.581155
151670;59.775205;30.137355
151703;57.97305;56.156752
151785;55.611089;37.606802
151923;59.938121;30.217161
152089;60.002899;30.228471
153795;55.968635;37.928641
153860;55.791314;37.675541
153940;60.104598;29.974553
154290;59.980407;30.459922
156155;55.682184;37.580732
157059;54.166849;37.586356
157096;59.882225;30.378409
157111;55.7981;37.986475
157399;44.725301;37.762938
157418;60.004217;30.295252
157540;54.871595;83.086636
157551;59.868017;30.319866
158049;55.869849;37.660314
158292;55.910886;37.538718
158598;60.016708;30.313038
158800;55.546873;37.546552
159068;56.90168;60.647115
159369;55.913969;37.803003
159905;55.909065;37.539248
161239;55.852809;37.585817
161280;59.934461;30.436745
161305;59.932509;30.322049
161451;55.821254;49.09329
161551;60.07134;29.969541
161641;55.692242;37.52792
161908;59.941727;30.277241
162044;59.868275;30.238586
162124;56.632669;47.90251
162213;59.958381;30.342081
162506;55.885327;37.406316
162591;59.914854;30.347534
163074;59.936003;30.361754
163233;55.721366;37.630373
163645;55.738693;37.505319
163722;56.679089;60.509242
164037;55.68263;37.537146
164095;54.871595;83.086636
164284;55.765422;37.611518
164509;56.840749;60.618953
164818;59.877841;37.569791
164880;59.953836;30.292323
164963;55.913974;37.401896
165035;55.730639;37.721193
165408;54.74971;55.999987
165799;56.820154;60.540216
165999;55.807284;37.610853
166071;59.77101;30.136924
166736;53.241007;36.57885
166751;59.943701;30.360101
166898;55.795504;37.974671
166913;55.815337;37.693947
167092;60.011181;30.243814
167308;61.261191;73.391523
167354;55.673301;37.767097
167561;55.704473;37.514922
167641;55.757962;37.611006
167676;55.93005;37.859803
167845;55.75822;37.640282
167912;56.856958;35.909255
167945;55.922262;37.865202
168228;55.791167;37.660045
168692;55.823975;37.654008
168905;53.193413;50.112114
169345;55.711316;37.559299
169413;55.812529;37.832827
169547;53.254386;34.330026
169903;55.805791;37.520339
170193;59.926959;30.29562
170283;55.929389;38.004171
170719;55.885469;37.602166
170874;58.525028;31.273957
170907;59.925394;30.329172
170933;56.228566;44.05481
171575;55.618374;37.543398
172398;43.235772;27.8280401
172425;56.036362;92.918751
172633;56.840902;60.608515
172907;55.822878;37.606281
173172;59.957417;30.322013
173337;55.742402;37.682107
173472;59.933852;30.29783
173726;55.805336;37.386984
174023;55.702455;37.355767
174055;55.732656;37.856991
174877;59.987623;30.35384
175120;55.869688;37.637272
175196;59.916383;30.476882
175430;55.823247;37.498043
175515;55.991893;37.214382
175594;56.837194;60.553843
175993;57.97305;56.156752
176014;58.007465;56.219104
176560;60.544213;30.224797
176697;55.793971;37.617761
176727;55.694109;37.565946
177136;59.990782;30.263676
177308;59.927026;30.30499
177880;56.823326;60.505298
177997;55.850277;37.449983
178059;55.691679;37.589096
178139;55.65592;37.618426
178241;55.776001;37.585188
178491;59.884893;30.432999
178663;55.74903;37.538575
178707;59.923117;30.335945
178913;59.92741;30.36064
179085;51.767001;55.09152
179651;59.838218;30.398351
179677;59.985813;30.289224
180051;60.044455;30.327474
180143;55.654396;37.867538
180235;59.986817;30.300606
180400;55.757754;37.645744
180405;59.933302;30.324043
180543;55.973123;37.183282
181488;55.686797;37.858716
181684;55.920865;37.805841
182013;55.772411;37.63146
182129;55.730421;37.634793
182291;56.885323;60.588806
183586;54.317343;48.39988
183882;58.526292;31.288303
184006;43.680486;40.207343
184435;55.575088;37.597226
184581;59.90866;30.355897
184953;59.883891;29.905715
185147;60.007092;30.264538
185380;57.97305;56.156752
185900;56.809364;60.600439
185951;54.741156;55.987347
186729;55.800818;37.583616
187055;55.795793;49.117194
189512;55.694109;37.565946
189727;59.954773;30.214808
189803;55.706528;37.518506
190250;55.759238;37.409244
190351;53.420779;58.984936
190701;55.742412;37.419638
190709;55.869577;37.666719
190839;55.769251;37.614527
191159;57.63213;39.870538
191190;55.720302;37.434262
191312;45.031553;38.917057
191531;59.990777;30.432568
191965;59.936828;30.35543
192169;59.857224;30.202734
192336;55.68532;37.540156
192429;59.871893;30.308691
192545;57.97305;56.156752
192757;59.929506;30.3443
193138;55.600252;37.120094
193186;55.888119;37.588781
193195;55.194409;61.338459
193240;55.71057;37.443829
193475;55.740674;37.502435
193748;59.884772;30.438964
194047;59.959314;30.326199
194144;59.953178;30.259265
194854;55.809469;37.464571
194976;55.636544;37.620663
195543;51.80909;55.143407
195769;43.047937;44.63381
196340;56.006613;92.857045
196737;55.796339;49.138834
196981;54.85772;83.111825
197114;59.989841;30.202564
197573;55.780375;37.558778
197779;56.903794;59.951613
198002;55.765478;37.843157
198074;55.842454;37.565317
198377;51.66592;39.191421
199062;60.052847;30.311179
199301;55.646279;37.671759
200521;54.890619;38.067296
200923;59.946851;30.434482
201582;59.924172;30.336754
202212;64.5343;40.526281
202967;57.171864;65.562373
203060;55.817158;49.117948
203493;56.117542;40.3671
203517;55.725899;37.728433
203688;55.870476;37.637883
203868;59.93429;30.331616
203921;55.704134;37.765758
204856;57.154708;65.532432
205251;59.930674;30.34553
205262;60.007704;30.259741
205298;59.962242;30.319758
205507;59.937341;30.379271
206004;56.909849;59.931212
206066;55.635869;37.740974
206088;55.763493;37.854045
206215;55.619508;37.500899
206577;55.046424;82.928883
206640;56.838681;60.597969
206828;59.984818;30.344084
206952;55.845365;37.44232
207238;56.833339;60.613087
207853;55.909065;37.539248
207883;57.97305;56.156752
207980;56.632575;37.293963
208076;55.661008;37.880222
208362;59.861928;30.233007
208671;55.029239;82.913584
208714;59.932788;30.349519
208792;55.738956;37.61132
208844;55.854052;37.420725
208854;59.918237;30.388551
208880;55.72961;36.855514
209057;59.986619;30.226234
209285;54.711229;20.508224
209310;55.413647;37.18515
209464;54.516203;36.246582
210235;55.744424;52.453573
210494;55.763483;37.623241
210892;59.965124;30.315688
211241;55.798961;37.519117
211291;51.862087;42.871019
211421;57.736198;40.908649
211881;56.306448;44.076675
211887;55.668371;37.865804
211892;59.990305;30.260721
212333;55.881086;37.451851
212606;55.72817;37.618821
213079;55.636544;37.620663
213191;58.596417;49.663953
213984;59.959314;30.326199
214091;59.819775;30.317018
214266;47.259348;39.719882
214547;55.768355;49.217176
214689;55.760894;37.551744
215147;55.717087;37.618785
215439;55.812666;37.716737
215450;55.063148;82.934991
215571;55.846704;37.647926
215823;54.871595;83.086636
215859;55.846133;37.662596
216128;54.17916;37.603154
217042;55.709439;37.614797
217091;56.133477;47.159441
217162;53.861862;34.438264
217684;47.30005;39.861483
217925;59.918918;30.339
218231;59.891588;30.357936
219157;55.891855;37.727607
219241;45.03075;39.08506
219378;55.168676;61.422829
219498;59.99494;30.149231
219838;59.88143;30.315473
220230;55.88927;37.574238
220305;60.048903;30.333304
220527;53.2543;34.346779
220793;55.921001;37.414427
221079;55.636544;37.620663
221188;56.326842;38.150803
221466;45.058562;38.961892
221890;59.9154;30.342072
222094;55.734942;37.616458
222997;55.923009;37.769316
223867;60.006336;30.294246
224225;59.878595;29.915965
225220;51.499188;46.08529
225274;55.665061;37.481487
225297;55.731886;37.672298
225366;55.936378;37.491296
225485;59.92741;30.36064
226190;55.585469;37.693929
226386;57.97305;56.156752
226730;55.84583;37.559721
227026;55.755773;37.614608
227160;55.991893;37.214382
227602;56.869205;60.556233
227773;57.573345;39.924868
228070;59.978232;30.326711
228142;56.488542;84.97856
228163;55.737715;37.820502
228234;56.679089;60.509242
228340;59.941457;30.35269
228347;59.836491;30.245719
228381;45.042215;41.98696
228386;55.754922;37.566548
228512;56.464963;84.985674
228606;46.970015;47.548026
228618;57.97305;56.156752
228992;55.672829;37.484667
229125;57.97305;56.156752
229527;60.001586;30.263972
229862;55.744632;37.566072
230503;55.764065;37.557807
230601;60.019041;30.645577
231045;60.153398;29.900945
231717;55.709439;37.614797
231828;56.837883;60.608039
231829;51.868277;55.140461
232111;55.785999;37.634551
232268;47.239089;38.885302
232332;55.730558;37.611491
233014;55.041173;82.907413
233438;50.635611;36.570128
234215;55.657129;37.746292
234420;55.727988;37.580607
234504;59.851666;30.093589
234599;61.2775;73.365733
235044;58.006874;56.259312
235131;56.034963;93.128624
235866;59.925818;30.378463
236051;55.785974;37.659829
236076;56.852932;53.233616
236157;55.788424;37.678541
236334;68.914465;33.095238
237030;53.217661;44.949065
237372;55.855527;37.565991
237390;59.879814;30.456643
237416;55.792787;37.5933
238008;54.515419;36.252133
238052;55.838647;37.57598
238102;55.823247;37.498043
238125;55.904922;38.043185
238324;55.765478;37.843157
238407;55.755611;37.664455
238502;55.793328;37.604161
238572;55.657189;37.481909
238602;55.66434;37.874994
238627;57.627745;39.871122
238653;55.022216;82.917393
238695;55.024001;82.909901
238763;55.807542;37.579529
239142;55.779266;49.127174
239220;55.747485;37.581298
239381;47.203868;39.723601
239438;56.498361;84.94932
239486;59.928564;30.352609
239861;55.77717;37.607116
240060;57.97305;56.156752
240071;55.029766;82.913414
240344;59.962872;30.289592
240516;55.946184;37.831937
240540;55.708851;37.60293
240549;59.939401;30.35711
240722;55.765478;37.843157
241449;55.788733;37.539554
243149;55.723602;37.581954
243535;59.963611;30.284894
244144;59.77101;30.136924
244585;55.839299;37.569755
244717;55.779985;37.597729
244803;55.613265;37.60779
245255;55.738074;37.564446
245530;51.864328;42.870848
245548;55.772411;37.63146
245844;55.822761;37.93218
246090;55.731597;37.615165
246118;54.994987;82.965875
246272;61.250781;73.409472
246389;55.028574;82.936429
246572;55.905815;37.4038
246579;60.042662;30.38732
246591;55.698416;37.780545
246833;55.840998;37.536634
247034;59.703739;30.439171
247271;59.911543;30.316102
247287;54.742413;20.510865
247425;55.823247;37.498043
247495;60.01387;30.332199
247539;55.778558;37.584568
247550;59.764354;30.129827
247770;57.159306;65.522165
247783;56.034415;92.907926
248235;54.369162;48.58708
249270;61.250854;73.391676
249276;55.917622;38.105438
249996;51.770479;55.092329
250414;59.995804;30.20048
251083;51.842772;55.119898
251123;56.844998;60.578026
251331;55.868354;37.613377
251995;55.756883;37.553693
252403;59.84824;30.405511
252637;55.792787;37.5933
252849;55.884853;37.608428
252868;59.935263;30.329792
253147;59.858426;30.228498
253415;55.854638;37.471641
253635;59.832204;30.347336
255903;59.961674;30.285002
255923;40.143636;44.541301
256214;60.011275;30.325022
256304;59.923955;30.483646
256832;55.88876;37.433526
257059;55.835842;37.385897
257349;55.810122;37.828407
257366;55.026298;82.929
257413;59.858688;30.247937
257541;59.931634;30.402969
257566;55.712279;37.605804
257721;59.960088;30.465959
257810;55.707983;37.626726
257959;45.052392;39.025969
258094;55.759978;37.649741
258913;57.97305;56.156752
259332;55.743659;37.661707
259500;59.934502;30.319955
259628;60.040591;30.324654
259901;56.755536;60.709629
259933;55.810673;37.815516
260662;54.631504;39.774445
260818;55.797124;37.525872
261461;56.472844;85.01628
261506;59.935633;30.312257
261537;58.601134;49.64976
261610;55.753154;37.594036
261633;57.65632;39.94367
261872;59.940078;30.283987
261966;54.980394;82.897882
262018;55.754416;37.653972
262073;55.808128;37.510709
262407;55.662273;37.480301
262626;47.238122;39.74516
262685;59.915048;30.473747
263027;55.821254;49.09329
263285;59.93845;30.36842
264440;55.728363;37.615066
264536;59.967799;30.409589
264570;55.849312;37.420257
264657;59.799851;30.360047
265825;67.924526;74.922423
266032;55.846133;37.662596
266615;56.820528;60.577343
267016;55.752764;37.791846
267700;55.864207;37.397054
268333;55.158133;61.395457
268713;55.749461;37.784767
268999;55.794143;37.592824
269377;55.916592;37.75903
269479;59.860916;30.262364
269792;55.740107;37.395644
269847;59.871667;30.353076
270502;59.939095;30.315868
270650;59.929506;30.3443
271229;52.289891;104.302894
271370;55.684503;37.621947
271389;59.810437;30.299564
271533;59.991214;30.299492
271701;59.927202;30.342512
271972;56.004267;37.448006
272335;60.007704;30.259741
273302;55.665172;37.471398
273318;59.966457;30.313811
274056;55.43298;37.548393
274339;59.922341;30.335721
274545;55.743649;37.508122
274886;59.929073;30.321366
274927;55.634349;37.433535
275956;55.752374;37.820394
275963;57.136333;65.574411
276099;59.852859;30.282029
276434;55.720464;37.65284
276464;55.692242;37.52792
276621;51.474399;46.143177
276627;55.737547;37.587048
276704;55.858736;37.397665
276755;60.057855;30.313227
276971;60.035436;30.393474
277093;56.838681;60.597969
277457;55.910503;37.73633
277898;55.641554;37.540209
278200;55.38213;36.7536
278579;59.92855;30.34686
278761;55.919125;37.752553
279249;55.810966;37.403863
279422;55.928708;37.844954
279624;59.96207;30.465051
279707;55.73846;37.674499
279772;56.790087;60.52596
279829;56.837485;60.582365
279977;55.697884;37.665992
280297;56.472401;84.986339
280558;52.603105;39.601636
281014;59.955111;30.311655
281248;55.675844;37.661841
282725;55.704671;37.684883
283096;59.951569;30.297542
283309;55.661389;37.602669
283384;55.682001;37.627032
283419;56.133783;40.360336
284443;59.806803;30.313272
284953;58.314447;82.917097
285399;51.53182;46.011188
285775;55.638892;37.827428
285829;55.742265;37.418973
285895;55.786804;37.629754
286263;55.61813;37.507484
286344;55.546307;37.551232
286530;55.665639;37.547567
286696;51.526452;46.004424
286722;55.751275;37.813342
287465;55.658535;37.55664
287925;55.981374;37.184387
288021;57.755435;40.944887
288193;56.828493;60.627361
288455;55.686919;37.574525
289155;55.68942;37.60213
289230;55.668711;37.860486
289373;58.520634;31.236938
289683;43.107651;131.939985
289723;59.899925;30.273495
289810;57.607484;39.864546
289859;59.93584;30.325166
290152;55.766147;37.604241
290345;55.998494;37.211839
