time_diff,time_sec
451.0,77285.0
-506.0,70549.0
-125.0,42936.0
202.0,63979.0
287.0,54173.0
66.0,81482.0
35.0,56145.0
-120.0,76103.0
-404.0,56086.0
60.0,979.0
92.0,3916.0
290.0,583.0
46.0,69727.0
312.0,65598.0
-241.0,77971.0
119.0,75131.0
-160.0,38292.0
178.0,49952.0
176.0,34088.0
83.0,35597.0
-560.0,75349.0
196.0,57878.0
203.0,60467.0
58.0,4739.0
273.0,37996.0
362.0,50371.0
343.0,39173.0
-222.0,33764.0
-593.0,45467.0
199.0,81586.0
242.0,82458.0
201.0,40513.0
321.0,82129.0
-434.0,35754.0
-254.0,43688.0
461.0,85143.0
-300.0,75118.0
-191.0,78597.0
148.0,76170.0
-127.0,41392.0
-279.0,63427.0
-376.0,77245.0
90.0,62202.0
-195.0,49869.0
-293.0,32716.0
-399.0,59332.0
-327.0,82888.0
-256.0,73312.0
-505.0,37659.0
550.0,33923.0
-322.0,41909.0
-227.0,81329.0
153.0,53372.0
-373.0,62818.0
-581.0,1553.0
-337.0,41988.0
346.0,57908.0
-368.0,82396.0
477.0,37135.0
360.0,51297.0
-161.0,83720.0
82.0,63351.0
148.0,85283.0
-169.0,42319.0
94.0,75885.0
460.0,65164.0
-283.0,57473.0
469.0,60254.0
242.0,67928.0
181.0,38683.0
81.0,40583.0
-434.0,81235.0
568.0,52173.0
-71.0,55141.0
-427.0,72165.0
-495.0,48874.0
-46.0,60362.0
186.0,45853.0
178.0,27719.0
-543.0,73606.0
264.0,25714.0
-278.0,24703.0
71.0,77838.0
-409.0,43697.0
372.0,73609.0
-114.0,35178.0
171.0,40802.0
-241.0,77413.0
188.0,55843.0
316.0,37554.0
-472.0,49218.0
-49.0,60982.0
-391.0,45721.0
135.0,52223.0
553.0,77761.0
279.0,75671.0
148.0,64053.0
-179.0,63682.0
523.0,67168.0
-540.0,40802.0
103.0,45853.0
-465.0,504.0
-455.0,80239.0
44.0,69112.0
-197.0,74813.0
87.0,44978.0
153.0,48056.0
151.0,75732.0
551.0,65626.0
-544.0,54851.0
465.0,75559.0
587.0,64875.0
265.0,82413.0
196.0,44058.0
-470.0,57068.0
81.0,79224.0
-455.0,42510.0
574.0,51188.0
61.0,38767.0
-45.0,53203.0
-349.0,37659.0
345.0,65647.0
194.0,63444.0
292.0,34887.0
-277.0,82413.0
168.0,80239.0
536.0,75738.0
-557.0,76919.0
285.0,51849.0
-558.0,82044.0
-226.0,79864.0
76.0,234.0
-368.0,73824.0
369.0,81660.0
262.0,60977.0
351.0,47468.0
-411.0,1553.0
148.0,75885.0
200.0,56211.0
241.0,81516.0
206.0,82129.0
-14.0,53759.0
372.0,83589.0
-581.0,70949.0
-277.0,58143.0
214.0,79091.0
-415.0,65841.0
189.0,1640.0
53.0,73863.0
174.0,32088.0
199.0,74251.0
253.0,48619.0
-471.0,40140.0
45.0,59158.0
175.0,55814.0
-230.0,57942.0
-325.0,38763.0
-437.0,76919.0
-289.0,29322.0
-75.0,64991.0
379.0,66589.0
66.0,68120.0
98.0,65931.0
303.0,77414.0
42.0,56218.0
40.0,72813.0
462.0,34007.0
-238.0,54556.0
164.0,62443.0
-133.0,427.0
-303.0,81404.0
-487.0,63263.0
-117.0,73312.0
-235.0,40394.0
566.0,73060.0
406.0,55777.0
-463.0,77484.0
558.0,74470.0
84.0,83884.0
532.0,71445.0
-347.0,72085.0
-559.0,42855.0
-64.0,35954.0
-337.0,35057.0
427.0,58941.0
-403.0,67052.0
-493.0,32861.0
174.0,71875.0
-53.0,52687.0
-441.0,49399.0
-357.0,35399.0
-533.0,48451.0
-353.0,62951.0
-251.0,53568.0
482.0,78215.0
-405.0,60619.0
122.0,68995.0
-206.0,37286.0
549.0,79090.0
537.0,47947.0
-478.0,58101.0
41.0,43286.0
380.0,60288.0
-313.0,35058.0
-49.0,42762.0
81.0,59582.0
-428.0,45467.0
137.0,71187.0
-506.0,56188.0
357.0,62611.0
-331.0,65371.0
-65.0,70136.0
-595.0,45392.0
208.0,71498.0
69.0,39236.0
-139.0,42230.0
-484.0,51507.0
82.0,15573.0
-297.0,45571.0
-378.0,40566.0
-313.0,37286.0
226.0,70376.0
247.0,64860.0
231.0,84912.0
-204.0,57439.0
-516.0,83105.0
-21.0,46548.0
-440.0,56188.0
559.0,75492.0
148.0,38342.0
-238.0,76103.0
-296.0,67052.0
171.0,43424.0
-346.0,70405.0
-457.0,43653.0
-229.0,63943.0
169.0,44058.0
547.0,17501.0
-396.0,30459.0
-215.0,32338.0
218.0,58095.0
464.0,58251.0
-433.0,77245.0
-196.0,49282.0
-168.0,9368.0
-113.0,66959.0
413.0,15573.0
117.0,46278.0
14.0,35685.0
541.0,6881.0
53.0,53335.0
-83.0,81439.0
-236.0,68995.0
124.0,76170.0
105.0,58095.0
600.0,74776.0
493.0,82292.0
94.0,49785.0
-541.0,24703.0
247.0,60328.0
-133.0,53203.0
546.0,78615.0
24.0,76273.0
-506.0,46127.0
-187.0,54139.0
-389.0,81439.0
-71.0,1515.0
536.0,49150.0
419.0,83720.0
-72.0,78670.0
-254.0,59065.0
14.0,53759.0
-593.0,79090.0
72.0,30053.0
113.0,39747.0
-415.0,75727.0
-367.0,65454.0
339.0,41285.0
-181.0,64579.0
-110.0,47573.0
-27.0,42750.0
235.0,69470.0
-90.0,78523.0
469.0,53568.0
-60.0,30807.0
185.0,68984.0
116.0,76273.0
104.0,50208.0
124.0,1667.0
281.0,40770.0
-482.0,51593.0
165.0,70730.0
60.0,65480.0
503.0,82944.0
92.0,40140.0
85.0,68596.0
75.0,42686.0
-203.0,38818.0
56.0,35219.0
-390.0,70020.0
-574.0,61850.0
-105.0,79876.0
142.0,33472.0
-162.0,71385.0
468.0,71418.0
-431.0,71654.0
237.0,75037.0
60.0,2076.0
197.0,70599.0
-488.0,29342.0
426.0,82944.0
-255.0,84295.0
53.0,67928.0
-505.0,43203.0
388.0,62570.0
266.0,70549.0
-429.0,71619.0
177.0,85786.0
94.0,49739.0
572.0,58676.0
520.0,79820.0
263.0,83107.0
129.0,66336.0
-248.0,86347.0
123.0,82466.0
-204.0,83720.0
284.0,60832.0
110.0,42225.0
-219.0,53193.0
372.0,62543.0
174.0,25769.0
-394.0,35399.0
96.0,50335.0
-189.0,43670.0
-39.0,40738.0
80.0,85539.0
168.0,39747.0
-407.0,81624.0
496.0,71445.0
-445.0,49601.0
28.0,73863.0
238.0,37554.0
557.0,71932.0
-145.0,35178.0
221.0,42443.0
-240.0,44291.0
-297.0,3390.0
321.0,82431.0
239.0,75885.0
88.0,80922.0
-199.0,35954.0
-113.0,49426.0
200.0,72761.0
390.0,78615.0
196.0,79556.0
31.0,47262.0
-422.0,24703.0
242.0,41285.0
189.0,53281.0
-270.0,43203.0
-40.0,73312.0
277.0,37816.0
-360.0,83041.0
137.0,60436.0
-211.0,60257.0
216.0,69618.0
242.0,76010.0
458.0,30491.0
-89.0,57776.0
-356.0,60579.0
-353.0,84934.0
-305.0,52306.0
-57.0,56840.0
586.0,78703.0
-521.0,5185.0
221.0,29402.0
-396.0,77310.0
-197.0,54528.0
155.0,40165.0
434.0,49424.0
-553.0,83747.0
506.0,138.0
141.0,71047.0
-461.0,45198.0
-49.0,49630.0
-528.0,61036.0
42.0,53426.0
-483.0,85032.0
108.0,29402.0
-146.0,2076.0
124.0,32088.0
192.0,70549.0
-268.0,76982.0
150.0,38956.0
411.0,60288.0
-428.0,52366.0
-298.0,60880.0
44.0,37164.0
325.0,72279.0
77.0,63018.0
131.0,64732.0
60.0,85777.0
-85.0,82937.0
-509.0,35984.0
-339.0,58101.0
-87.0,77055.0
85.0,30960.0
93.0,55629.0
-82.0,50469.0
48.0,79655.0
59.0,81647.0
179.0,39051.0
122.0,38021.0
249.0,82427.0
179.0,78162.0
-172.0,31684.0
373.0,26933.0
556.0,70730.0
-283.0,71017.0
-560.0,78203.0
543.0,1272.0
-127.0,80801.0
229.0,25714.0
-449.0,44307.0
582.0,35984.0
-395.0,2116.0
-88.0,85445.0
-355.0,49601.0
-325.0,83817.0
-575.0,37717.0
209.0,69052.0
-231.0,58065.0
57.0,79981.0
362.0,77102.0
194.0,72817.0
486.0,74542.0
-349.0,81624.0
-294.0,52888.0
171.0,67086.0
274.0,86129.0
-232.0,53514.0
410.0,74208.0
156.0,47612.0
201.0,70376.0
-399.0,78390.0
340.0,32688.0
167.0,54641.0
211.0,33735.0
-442.0,76692.0
-323.0,62810.0
-412.0,37256.0
297.0,69723.0
162.0,234.0
122.0,49754.0
528.0,42242.0
86.0,37162.0
130.0,59158.0
-596.0,82728.0
230.0,65280.0
60.0,70549.0
-410.0,75118.0
-276.0,67533.0
326.0,56875.0
114.0,71473.0
-168.0,84135.0
368.0,58913.0
-454.0,82941.0
58.0,82047.0
244.0,76081.0
189.0,38458.0
292.0,56875.0
259.0,45664.0
74.0,53307.0
-346.0,82773.0
-270.0,60579.0
-433.0,65149.0
-106.0,43375.0
-521.0,74264.0
161.0,36189.0
232.0,38709.0
-538.0,46278.0
300.0,52276.0
-323.0,81404.0
88.0,39051.0
-438.0,86276.0
38.0,72698.0
600.0,53281.0
-152.0,59673.0
318.0,44073.0
66.0,39543.0
325.0,37816.0
117.0,79522.0
-258.0,78597.0
-163.0,63979.0
208.0,40770.0
-287.0,30674.0
42.0,81243.0
185.0,32724.0
-542.0,82728.0
587.0,37382.0
-259.0,41712.0
-112.0,57428.0
-431.0,35841.0
177.0,75361.0
-274.0,71379.0
-349.0,55231.0
469.0,81439.0
299.0,38383.0
-489.0,73629.0
69.0,43753.0
82.0,77017.0
-59.0,84845.0
598.0,57816.0
-538.0,62166.0
82.0,82644.0
-240.0,57956.0
260.0,83187.0
-593.0,62166.0
-240.0,65429.0
297.0,70462.0
275.0,78395.0
-327.0,40882.0
-419.0,35399.0
-103.0,57761.0
301.0,81593.0
-464.0,63816.0
-525.0,23475.0
29.0,40298.0
-561.0,65417.0
-452.0,81624.0
-494.0,61459.0
-232.0,71473.0
344.0,37454.0
522.0,38763.0
47.0,45554.0
-373.0,41988.0
272.0,71423.0
-489.0,9977.0
243.0,76068.0
552.0,59724.0
-350.0,76919.0
-68.0,82686.0
-307.0,1749.0
204.0,3690.0
174.0,73629.0
-223.0,64786.0
223.0,63979.0
-114.0,46471.0
25.0,54144.0
150.0,58913.0
-78.0,54432.0
-282.0,57936.0
237.0,47848.0
300.0,30440.0
-303.0,74503.0
-482.0,81235.0
-577.0,67251.0
82.0,21484.0
-201.0,50820.0
-371.0,52223.0
351.0,58095.0
-134.0,45713.0
-272.0,54603.0
-534.0,45467.0
45.0,72055.0
217.0,52173.0
-393.0,50518.0
-538.0,68636.0
41.0,81016.0
553.0,84647.0
141.0,76154.0
-507.0,2116.0
304.0,61065.0
-594.0,2116.0
-115.0,71102.0
-362.0,42230.0
-420.0,72961.0
208.0,61010.0
437.0,46471.0
428.0,60811.0
-207.0,59238.0
-304.0,82018.0
-499.0,60155.0
311.0,41501.0
-441.0,42709.0
404.0,59561.0
-24.0,74825.0
227.0,65765.0
111.0,86080.0
-564.0,78000.0
310.0,68636.0
228.0,30960.0
565.0,73640.0
-466.0,37546.0
-472.0,28326.0
-37.0,63979.0
93.0,75420.0
-54.0,51075.0
218.0,61808.0
-258.0,47934.0
353.0,60328.0
92.0,30655.0
124.0,70549.0
-6.0,29526.0
-293.0,33721.0
285.0,70599.0
75.0,74686.0
549.0,29421.0
-579.0,81593.0
-392.0,47394.0
-469.0,83148.0
45.0,39785.0
-577.0,54367.0
-389.0,38232.0
226.0,70533.0
92.0,67816.0
444.0,70174.0
-61.0,43321.0
-288.0,71759.0
457.0,45980.0
345.0,54329.0
589.0,67168.0
-147.0,67079.0
166.0,65480.0
-140.0,55881.0
176.0,305.0
-432.0,38624.0
84.0,80825.0
318.0,51452.0
113.0,73259.0
272.0,71102.0
-249.0,62543.0
-266.0,82413.0
-378.0,64920.0
-556.0,80747.0
-285.0,52728.0
485.0,48887.0
-507.0,46911.0
-221.0,40802.0
-397.0,50071.0
-531.0,63263.0
62.0,71498.0
24.0,74634.0
176.0,33343.0
-363.0,4035.0
-296.0,52223.0
221.0,57125.0
44.0,78514.0
300.0,72961.0
150.0,1951.0
-133.0,79540.0
-400.0,60880.0
-191.0,40478.0
179.0,75390.0
-226.0,57913.0
147.0,64584.0
144.0,2005.0
214.0,39543.0
324.0,78772.0
220.0,75420.0
-179.0,69440.0
151.0,71919.0
-587.0,3474.0
377.0,52658.0
-289.0,83148.0
-600.0,83747.0
-231.0,80088.0
387.0,52087.0
-187.0,73312.0
-267.0,83423.0
49.0,3390.0
-363.0,42907.0
-323.0,37164.0
272.0,86329.0
-478.0,46522.0
314.0,75732.0
90.0,33888.0
202.0,63659.0
-325.0,30674.0
574.0,69819.0
64.0,65043.0
-592.0,76422.0
-177.0,60750.0
113.0,59765.0
170.0,73259.0
-590.0,66768.0
120.0,62975.0
374.0,71932.0
-549.0,77484.0
-21.0,28326.0
-98.0,47020.0
-450.0,85105.0
-357.0,73060.0
-566.0,73868.0
-401.0,47543.0
-584.0,73706.0
-529.0,39088.0
-90.0,63444.0
53.0,61571.0
148.0,65476.0
-549.0,67271.0
68.0,55629.0
-228.0,47963.0
213.0,85073.0
132.0,44890.0
-185.0,71575.0
-338.0,56086.0
311.0,81541.0
-71.0,80789.0
23.0,33796.0
-243.0,62748.0
-221.0,40394.0
-577.0,83747.0
193.0,59473.0
56.0,86129.0
597.0,81429.0
-547.0,81895.0
386.0,53568.0
-285.0,43991.0
-435.0,69723.0
-490.0,23475.0
296.0,71423.0
150.0,81834.0
395.0,75118.0
131.0,40802.0
240.0,40802.0
98.0,47018.0
-484.0,68694.0
272.0,34268.0
471.0,49738.0
444.0,86157.0
335.0,72742.0
281.0,51759.0
266.0,52183.0
208.0,75704.0
-340.0,47934.0
353.0,81541.0
426.0,51540.0
48.0,40298.0
-294.0,58762.0
490.0,24759.0
303.0,59724.0
341.0,47807.0
-566.0,45850.0
97.0,31786.0
55.0,80311.0
360.0,84861.0
257.0,34268.0
154.0,39543.0
281.0,47963.0
-215.0,35954.0
402.0,64991.0
-133.0,35453.0
332.0,84647.0
445.0,73745.0
98.0,4739.0
102.0,2058.0
81.0,49754.0
-174.0,26962.0
94.0,45098.0
-504.0,84205.0
580.0,74506.0
535.0,75220.0
313.0,57878.0
484.0,60334.0
-404.0,83887.0
37.0,50371.0
-256.0,42230.0
502.0,73259.0
-470.0,65480.0
-355.0,43688.0
98.0,74208.0
-427.0,59238.0
235.0,51325.0
386.0,25633.0
-252.0,1289.0
-211.0,76982.0
-455.0,63611.0
-486.0,45721.0
-462.0,77310.0
-532.0,81235.0
-47.0,56515.0
-391.0,54542.0
-553.0,56048.0
-306.0,55934.0
373.0,81439.0
-503.0,43699.0
16.0,70289.0
-199.0,50776.0
-68.0,63277.0
-225.0,76103.0
74.0,38209.0
-194.0,61470.0
50.0,29322.0
-104.0,78092.0
-12.0,80597.0
395.0,48039.0
328.0,55153.0
475.0,49424.0
40.0,84900.0
-188.0,35399.0
-129.0,67241.0
-141.0,38016.0
-449.0,70549.0
-410.0,59238.0
-58.0,80789.0
-63.0,46333.0
-202.0,78464.0
-162.0,65429.0
-485.0,35984.0
42.0,37554.0
390.0,41988.0
196.0,56059.0
508.0,66907.0
-132.0,59465.0
41.0,39051.0
210.0,39705.0
59.0,48748.0
28.0,26934.0
-204.0,60750.0
185.0,82133.0
-164.0,63682.0
-72.0,47963.0
-546.0,55777.0
451.0,55629.0
269.0,64960.0
75.0,57876.0
-98.0,33351.0
103.0,54357.0
-255.0,82749.0
233.0,83187.0
34.0,46775.0
-527.0,74503.0
140.0,80119.0
339.0,46167.0
-385.0,69723.0
198.0,35954.0
119.0,52932.0
289.0,49917.0
59.0,74915.0
-429.0,45198.0
233.0,54139.0
-375.0,76103.0
36.0,82644.0
-165.0,55881.0
-53.0,46128.0
-457.0,42230.0
-587.0,71338.0
-557.0,83184.0
118.0,69195.0
188.0,74418.0
522.0,75118.0
541.0,70324.0
252.0,75492.0
102.0,56171.0
87.0,30459.0
-588.0,1707.0
407.0,59724.0
-181.0,83041.0
140.0,49587.0
-187.0,43120.0
-380.0,62951.0
276.0,53703.0
-504.0,72507.0
-307.0,70405.0
-422.0,85783.0
-308.0,65873.0
-299.0,77971.0
381.0,70187.0
-458.0,56086.0
595.0,39371.0
28.0,44675.0
250.0,73104.0
-102.0,38334.0
248.0,57125.0
-448.0,41468.0
-268.0,70549.0
101.0,49917.0
600.0,24759.0
402.0,35692.0
-410.0,65371.0
-391.0,3390.0
-444.0,40264.0
-237.0,30459.0
-254.0,42242.0
-66.0,74003.0
-352.0,71619.0
-16.0,86014.0
-484.0,60081.0
120.0,47339.0
-178.0,84988.0
-214.0,27660.0
110.0,38956.0
-575.0,80055.0
-165.0,28745.0
52.0,75788.0
-41.0,78992.0
-293.0,75874.0
114.0,76856.0
157.0,54876.0
135.0,55864.0
302.0,57782.0
155.0,39705.0
-272.0,68905.0
-430.0,1707.0
-134.0,84845.0
-524.0,48197.0
521.0,42572.0
113.0,59582.0
182.0,51340.0
433.0,83907.0
-143.0,42564.0
-488.0,65480.0
-333.0,66737.0
-346.0,81540.0
275.0,40802.0
132.0,76335.0
-429.0,63693.0
70.0,864.0
-208.0,44371.0
353.0,75671.0
-273.0,71321.0
-291.0,29269.0
-37.0,39001.0
196.0,34088.0
-429.0,46473.0
247.0,54329.0
490.0,73745.0
-473.0,54910.0
190.0,82686.0
501.0,73797.0
-445.0,73629.0
462.0,47201.0
97.0,53703.0
50.0,43469.0
-175.0,57923.0
476.0,35179.0
-312.0,73127.0
517.0,33923.0
-376.0,60288.0
-298.0,50778.0
156.0,658.0
-509.0,1951.0
25.0,46554.0
-207.0,1289.0
71.0,48375.0
91.0,83274.0
169.0,63304.0
405.0,68786.0
289.0,60436.0
359.0,57609.0
140.0,57660.0
417.0,81334.0
-252.0,62004.0
-145.0,62452.0
-565.0,42149.0
67.0,83549.0
268.0,61186.0
-31.0,49221.0
-488.0,73684.0
-149.0,71875.0
45.0,52365.0
191.0,72697.0
-494.0,79522.0
-144.0,81395.0
175.0,40264.0
-400.0,47207.0
184.0,64047.0
45.0,49381.0
158.0,51084.0
-85.0,48118.0
-550.0,59765.0
-424.0,74133.0
114.0,1347.0
484.0,61680.0
514.0,82216.0
202.0,41925.0
-304.0,61459.0
-134.0,65483.0
-368.0,79090.0
200.0,33735.0
53.0,24270.0
47.0,38033.0
452.0,45727.0
122.0,76154.0
374.0,35969.0
68.0,47339.0
89.0,27719.0
12.0,54139.0
54.0,78036.0
432.0,63509.0
456.0,78150.0
-316.0,78203.0
157.0,71498.0
280.0,59473.0
-256.0,63729.0
-480.0,34406.0
352.0,1749.0
166.0,45727.0
449.0,35998.0
503.0,43498.0
166.0,35406.0
70.0,40882.0
426.0,39173.0
79.0,85625.0
31.0,37659.0
-321.0,52888.0
-275.0,73640.0
288.0,59897.0
-581.0,28326.0
405.0,41026.0
54.0,60167.0
-394.0,74526.0
337.0,43697.0
550.0,70190.0
-476.0,73060.0
522.0,76715.0
-356.0,68878.0
285.0,38362.0
593.0,46743.0
-330.0,33494.0
30.0,84822.0
165.0,74251.0
459.0,69506.0
-378.0,38709.0
-300.0,81529.0
358.0,71575.0
-430.0,76305.0
570.0,33847.0
498.0,2116.0
191.0,65480.0
434.0,43336.0
225.0,29142.0
28.0,85309.0
-103.0,3524.0
434.0,62543.0
-351.0,56273.0
-321.0,84295.0
57.0,12466.0
204.0,37230.0
132.0,56836.0
-253.0,71476.0
317.0,647.0
-357.0,42149.0
493.0,34007.0
335.0,82000.0
-578.0,83370.0
-255.0,48047.0
299.0,84845.0
451.0,86337.0
-79.0,70177.0
193.0,83025.0
21.0,82767.0
-484.0,78203.0
208.0,82544.0
-533.0,40140.0
-309.0,40637.0
192.0,40444.0
29.0,79224.0
-212.0,40478.0
-495.0,76047.0
-582.0,75118.0
-374.0,35399.0
68.0,51230.0
-186.0,45355.0
399.0,49755.0
521.0,54055.0
-486.0,77478.0
303.0,45554.0
78.0,78200.0
595.0,42175.0
40.0,73868.0
-599.0,55629.0
-390.0,42230.0
183.0,83187.0
158.0,61665.0
253.0,34314.0
550.0,76170.0
213.0,82728.0
-143.0,49776.0
187.0,36171.0
402.0,47047.0
568.0,34974.0
131.0,54641.0
308.0,26357.0
162.0,79091.0
-292.0,85914.0
223.0,63731.0
510.0,60288.0
389.0,65598.0
88.0,65480.0
-343.0,86276.0
-588.0,37122.0
291.0,61186.0
-110.0,85309.0
27.0,66321.0
-418.0,74739.0
348.0,60786.0
477.0,33940.0
-50.0,52592.0
296.0,35179.0
-208.0,82098.0
238.0,41468.0
-315.0,38624.0
477.0,75220.0
305.0,37816.0
-419.0,33847.0
-572.0,77971.0
-426.0,55777.0
160.0,74072.0
-598.0,71459.0
179.0,81834.0
-406.0,48690.0
168.0,71445.0
-78.0,53281.0
307.0,82686.0
194.0,58001.0
490.0,40672.0
-238.0,83423.0
-547.0,86080.0
-196.0,67831.0
-350.0,75090.0
65.0,67772.0
398.0,51642.0
-426.0,79470.0
-62.0,33874.0
51.0,74035.0
210.0,74590.0
128.0,48241.0
235.0,51849.0
-559.0,43238.0
297.0,84555.0
-33.0,42828.0
-235.0,73312.0
-180.0,53568.0
-583.0,74759.0
481.0,55629.0
391.0,75559.0
313.0,83107.0
127.0,38721.0
-494.0,66919.0
-399.0,54751.0
446.0,52826.0
-294.0,72961.0
103.0,29269.0
-214.0,65250.0
-502.0,78772.0
-297.0,81877.0
523.0,84161.0
-126.0,78720.0
51.0,79527.0
-471.0,82898.0
-316.0,62894.0
78.0,34744.0
-351.0,41702.0
-508.0,67041.0
-364.0,38624.0
-161.0,41436.0
285.0,79820.0
-199.0,68995.0
78.0,39747.0
199.0,45751.0
-547.0,76422.0
-94.0,65159.0
-209.0,49776.0
-383.0,83817.0
67.0,44492.0
247.0,67239.0
-286.0,84161.0
-230.0,63319.0
345.0,55777.0
413.0,42572.0
-371.0,55777.0
123.0,81704.0
219.0,71094.0
95.0,85124.0
-182.0,73143.0
-229.0,38292.0
327.0,42662.0
122.0,68434.0
459.0,82413.0
-140.0,906.0
159.0,57554.0
-30.0,70101.0
-410.0,64931.0
-125.0,48541.0
72.0,76738.0
112.0,77938.0
-41.0,59520.0
135.0,47790.0
-589.0,68878.0
-50.0,68905.0
111.0,48709.0
-265.0,76043.0
-333.0,84793.0
-211.0,73060.0
-273.0,49776.0
518.0,29182.0
-516.0,83148.0
-254.0,68905.0
231.0,82588.0
118.0,52183.0
-313.0,57473.0
-406.0,42149.0
-585.0,71053.0
141.0,33599.0
154.0,7754.0
40.0,61882.0
-156.0,83889.0
-291.0,42835.0
355.0,80423.0
80.0,79556.0
198.0,62760.0
466.0,40907.0
-152.0,59822.0
264.0,39840.0
-260.0,48742.0
-261.0,80088.0
-305.0,47207.0
-167.0,67241.0
86.0,63444.0
33.0,43185.0
287.0,39516.0
240.0,1562.0
268.0,55629.0
-365.0,66875.0
-44.0,60420.0
161.0,76919.0
-422.0,43120.0
34.0,31786.0
-560.0,56188.0
207.0,39051.0
63.0,45333.0
446.0,54614.0
-298.0,77478.0
118.0,82644.0
48.0,83004.0
-558.0,39327.0
95.0,75320.0
166.0,83884.0
507.0,70730.0
40.0,45454.0
121.0,74117.0
-512.0,46325.0
116.0,68633.0
403.0,81917.0
-350.0,38232.0
52.0,58623.0
92.0,56836.0
128.0,2109.0
598.0,34974.0
-89.0,40337.0
56.0,25524.0
-106.0,60709.0
72.0,72698.0
-535.0,65480.0
46.0,80783.0
-435.0,26357.0
37.0,72025.0
-269.0,46471.0
-504.0,66564.0
488.0,43058.0
-237.0,59065.0
456.0,62350.0
316.0,38956.0
504.0,56273.0
-270.0,82295.0
-376.0,80239.0
-324.0,62543.0
87.0,66336.0
97.0,63731.0
587.0,68263.0
-50.0,47471.0
-195.0,43901.0
262.0,31442.0
-596.0,41465.0
-419.0,73706.0
-369.0,84499.0
-32.0,54603.0
-273.0,53051.0
-163.0,48541.0
-549.0,53255.0
-112.0,63227.0
-488.0,82941.0
-543.0,84205.0
-238.0,35399.0
-44.0,41372.0
455.0,61820.0
-455.0,35984.0
377.0,82934.0
325.0,74897.0
-590.0,54542.0
-523.0,71463.0
-87.0,41136.0
128.0,78353.0
-490.0,49601.0
23.0,57064.0
-265.0,48451.0
33.0,34991.0
98.0,49352.0
46.0,50778.0
498.0,55559.0
179.0,42855.0
-72.0,1008.0
-371.0,42149.0
221.0,41468.0
94.0,59561.0
296.0,7600.0
53.0,2523.0
-475.0,76305.0
138.0,48521.0
-288.0,79765.0
-107.0,34280.0
27.0,78476.0
80.0,77938.0
338.0,30406.0
158.0,84694.0
298.0,65043.0
-532.0,35057.0
90.0,62517.0
156.0,84647.0
-349.0,67052.0
-417.0,63655.0
-533.0,78000.0
229.0,47029.0
-56.0,54225.0
118.0,53771.0
-216.0,62004.0
