count_good,count_good_unique
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
2019.0,960.0
